省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
山东省,海河流域,王杠子闸,02-28 12:00,Ⅳ,7.6,8.45,16.14,--,6.5,6.35,0.033,0.061,5.24,*,*,维护
山东省,海河流域,三角洼水库,02-28 16:00,Ⅱ,5.7,8.54,14.32,1416.9,5.5,2.12,0.041,0.018,2.60,*,*,正常
山东省,淮河流域,西闸,02-28 16:00,Ⅲ,9.9,7.99,12.12,2089.2,26.1,4.88,0.460,0.076,9.27,*,*,正常
山东省,淮河流域,范李,02-28 16:00,Ⅲ,9.5,7.96,10.84,1941.8,18.2,3.95,0.693,0.044,9.20,*,*,正常
山东省,海河流域,大山,02-28 16:00,Ⅲ,6.8,8.26,11.87,4027.2,29.1,4.96,0.092,0.050,4.74,*,*,正常
山东省,海河流域,邵家,02-28 16:00,Ⅳ,8.4,7.92,9.29,7467.1,54.2,7.63,0.702,0.141,8.84,*,*,正常
山东省,淮河流域,于楼,02-28 20:00,Ⅲ,10.0,8.45,13.39,--,18.5,5.27,0.025,0.057,1.52,*,*,维护
山东省,淮河流域,徐寨,02-28 20:00,Ⅲ,10.7,8.51,11.13,2622.0,11.1,5.18,0.025,0.031,3.64,*,*,正常
河南省,黄河流域,七里铺,02-28 20:00,Ⅲ,10.3,7.08,12.89,915.2,21.6,4.69,0.522,0.104,5.08,*,*,正常
河南省,淮河流域,尖岗水库,02-28 16:00,Ⅱ,8.5,8.45,12.75,301.9,5.7,2.44,0.092,0.014,0.45,*,*,正常
河南省,淮河流域,新郑黄甫寨,02-28 20:00,Ⅲ,10.6,8.28,12.45,1090.6,5.7,3.40,0.790,0.064,5.40,*,*,正常
河南省,淮河流域,通许邸阁,02-28 20:00,Ⅱ,9.6,8.54,13.84,1095.9,28.6,2.43,0.243,0.052,--,*,*,维护
河南省,黄河流域,高崖寨,02-28 20:00,Ⅱ,13.2,8.67,16.18,552.8,6.3,2.91,0.070,0.025,4.36,*,*,正常
河南省,黄河流域,龙门大桥,02-28 20:00,Ⅱ,11.3,7.69,9.47,488.1,5.2,2.69,0.186,0.080,6.82,*,*,正常
河南省,淮河流域,紫罗山,02-28 16:00,Ⅱ,11.5,8.01,13.19,350.5,14.8,2.61,0.025,0.024,2.37,*,*,正常
河南省,黄河流域,白马寺,02-28 20:00,Ⅲ,11.5,8.32,14.62,765.7,18.1,5.77,0.038,0.151,6.82,*,*,正常
河南省,黄河流域,潭头,02-28 20:00,Ⅱ,10.6,8.40,11.33,712.8,9.2,1.93,0.393,0.012,5.18,*,*,正常
河南省,淮河流域,大陈闸,02-28 16:00,Ⅱ,10.3,7.95,10.73,733.2,7.7,2.41,0.062,0.019,4.68,*,*,正常
河南省,淮河流域,白龟山水库,02-28 20:00,Ⅱ,8.7,8.18,11.36,517.4,3.6,2.08,0.054,0.010,0.70,0.014,547632,正常
河南省,淮河流域,石漫滩水库,02-28 16:00,Ⅱ,9.9,8.44,13.95,440.6,7.1,3.34,0.025,0.018,1.46,*,*,正常
河南省,淮河流域,昭平台水库,02-28 16:00,Ⅱ,12.0,7.95,12.28,305.4,92.3,1.80,0.043,0.012,--,0.010,217881,维护
河南省,海河流域,彰武水库,02-28 20:00,Ⅰ,9.2,8.79,11.30,672.0,6.3,0.68,0.025,0.005,4.87,*,*,正常
河南省,海河流域,冯宿桥,02-28 20:00,Ⅱ,10.3,7.74,10.88,895.9,32.7,0.82,0.236,0.041,7.57,*,*,正常
河南省,海河流域,南谷洞水库,02-28 20:00,Ⅰ,5.6,7.87,11.36,433.3,1.4,0.37,0.025,0.005,2.31,*,*,正常
河南省,海河流域,五陵,02-28 20:00,Ⅲ,10.5,7.99,10.85,1958.4,226.3,5.34,0.049,0.123,8.69,*,*,正常
河南省,海河流域,黄花营,02-28 20:00,Ⅰ,8.0,8.46,11.42,447.9,2.8,1.14,0.025,0.017,7.19,*,*,正常
河南省,海河流域,卫辉下马营,02-28 20:00,Ⅲ,11.9,8.03,10.94,2177.4,16.2,3.59,0.294,0.107,11.79,*,*,正常
河南省,海河流域,前枋城,02-28 20:00,Ⅲ,10.7,8.50,17.47,583.1,13.3,5.28,0.304,0.088,8.00,*,*,正常
河南省,海河流域,小河口,02-28 20:00,Ⅲ,12.5,8.22,11.52,2110.2,27.9,3.07,0.581,0.083,5.12,*,*,正常
河南省,海河流域,修武水文站,02-28 20:00,Ⅲ,15.8,7.96,8.70,--,29.2,4.15,0.834,0.148,8.05,*,*,维护
河南省,海河流域,获嘉东碑村,02-28 20:00,Ⅳ,14.7,8.77,14.15,--,14.2,6.59,0.340,0.095,5.05,*,*,维护
河南省,黄河流域,封丘陶北,02-28 20:00,Ⅲ,10.3,8.49,14.92,1301.2,56.7,4.07,0.053,0.056,3.60,*,*,正常
河南省,黄河流域,封丘王堤,02-28 20:00,Ⅲ,11.3,8.27,10.01,1316.9,13.5,5.59,0.025,0.036,1.06,*,*,正常
河南省,海河流域,新乡贾太湖,02-28 20:00,Ⅱ,11.1,8.27,11.16,1112.3,34.0,2.25,0.246,0.046,4.27,*,*,正常
河南省,黄河流域,武陟渠首,02-28 20:00,Ⅱ,10.9,8.26,11.82,1065.8,17.8,3.35,0.174,0.065,4.65,*,*,正常
河南省,黄河流域,贾垓桥（张秋）,02-28 20:00,Ⅴ,7.8,7.46,2.50,2731.0,3.4,4.72,0.025,0.044,4.24,*,*,正常
河南省,海河流域,南乐元村集,02-28 20:00,Ⅲ,7.9,8.42,12.39,1656.3,36.4,4.46,0.242,0.160,10.25,*,*,正常
河南省,海河流域,南乐水文站,02-28 20:00,Ⅲ,11.1,7.64,6.52,1080.4,28.8,4.25,0.132,0.069,1.72,*,*,正常
河南省,海河流域,濮阳西水坡,02-28 20:00,Ⅱ,8.9,8.10,11.50,871.7,10.8,1.49,0.025,0.020,2.91,*,*,正常
河南省,黄河流域,濮阳大韩桥,02-28 20:00,Ⅱ,9.5,8.60,10.16,1202.0,53.4,2.81,0.076,0.082,4.18,*,*,正常
河南省,淮河流域,白沙水库,02-28 20:00,Ⅰ,6.7,8.29,12.94,1001.1,42.0,0.51,0.025,0.015,5.57,*,*,正常
河南省,淮河流域,临颍吴刘闸,02-28 20:00,Ⅲ,11.4,8.49,12.73,919.3,6.3,4.46,0.100,0.014,6.65,*,*,正常
河南省,淮河流域,召陵武湾（西华程湾）,02-28 20:00,Ⅱ,9.4,8.27,12.71,862.2,9.5,2.25,0.322,0.045,6.17,*,*,正常
河南省,淮河流域,郾城漯邓桥,02-28 20:00,Ⅱ,13.3,7.79,11.55,1447.7,3.6,3.79,0.071,0.083,6.32,*,*,正常
河南省,淮河流域,叶舞公路桥,02-28 20:00,Ⅱ,12.0,8.07,12.79,470.8,4.3,2.81,0.090,0.005,3.20,*,*,正常
河南省,淮河流域,临颍高村桥,02-28 20:00,Ⅲ,12.6,8.38,12.61,1002.4,9.6,4.52,0.130,0.047,5.92,*,*,正常
河南省,淮河流域,舞阳马湾,02-28 20:00,Ⅲ,9.6,8.84,19.56,790.3,7.9,4.40,0.300,0.049,5.57,*,*,正常
河南省,黄河流域,洛河大桥,02-28 20:00,Ⅰ,11.0,8.06,9.31,485.4,5.0,0.69,0.049,0.019,2.91,*,*,正常
河南省,黄河流域,窄口长桥,02-28 16:00,Ⅰ,6.7,8.20,11.58,502.2,1.5,0.25,0.025,0.005,1.05,*,*,正常
河南省,黄河流域,三门峡水库,02-28 16:00,Ⅱ,4.0,8.57,15.67,830.4,9.4,1.67,0.025,0.011,3.72,0.010,--,维护
河南省,长江流域,淅川荆紫关(荆紫关),02-28 20:00,Ⅰ,10.9,8.39,13.30,452.9,1.3,0.83,0.025,0.014,3.42,*,*,正常
河南省,长江流域,淅川史家湾(史家湾),02-28 16:00,Ⅰ,12.9,7.95,11.64,499.5,9.3,0.76,0.025,0.013,2.92,0.002,*,正常
河南省,长江流域,淅川高湾(高湾),02-28 20:00,Ⅰ,12.2,8.06,11.00,458.1,1.1,0.72,0.025,0.012,1.52,0.003,*,正常
河南省,长江流域,淅川张营(张营),02-28 16:00,Ⅱ,18.9,7.76,6.70,579.6,7.3,2.89,0.025,0.027,2.90,0.007,*,正常
河南省,长江流域,五龙泉,02-28 20:00,Ⅱ,11.6,8.21,11.72,295.4,1.0,1.05,0.445,0.007,1.13,0.001,900219,正常
河南省,长江流域,宋岗,02-28 20:00,Ⅲ,12.0,7.94,11.04,307.0,5.5,4.87,0.025,0.008,1.07,0.001,919748,正常
河南省,长江流域,陶岔,02-28 20:00,Ⅰ,11.8,8.27,11.09,291.7,0.1,1.08,0.025,0.005,1.05,0.001,1001002,正常
河南省,长江流域,南阳盆窑,02-28 16:00,Ⅱ,10.3,8.53,13.59,358.4,12.5,1.65,0.025,0.026,2.51,*,*,正常
河南省,长江流域,三道河,02-28 20:00,Ⅰ,12.2,7.27,10.40,687.4,8.8,0.25,0.094,0.005,3.76,*,*,正常
河南省,长江流域,上河,02-28 16:00,Ⅰ,11.2,8.46,12.27,254.9,1.2,0.25,0.025,0.005,0.91,*,*,正常
河南省,长江流域,方城夏河,02-28 20:00,Ⅳ,12.9,7.87,11.18,398.8,4.8,1.92,1.377,0.044,3.66,*,*,正常
河南省,长江流域,内乡怀乡桥,02-28 16:00,Ⅰ,13.0,7.91,10.29,558.7,2.1,1.13,0.025,0.012,4.53,*,*,正常
河南省,淮河流域,吕楼桥（颜集）,02-28 20:00,Ⅱ,11.7,7.81,8.58,1984.5,16.0,3.46,0.231,0.068,5.73,*,*,正常
河南省,淮河流域,黄口,02-28 20:00,Ⅲ,10.4,8.16,9.81,--,8.6,4.81,0.157,0.044,1.89,*,*,维护
河南省,淮河流域,睢县板桥,02-28 20:00,Ⅲ,10.6,8.55,15.13,2128.7,24.2,5.84,0.249,0.108,5.66,*,*,正常
河南省,淮河流域,永城张板桥,02-28 20:00,Ⅳ,10.4,8.44,12.42,2094.2,19.7,6.28,0.170,0.080,6.97,*,*,正常
河南省,淮河流域,蒋集, ,,--,--,--,--,--,--,--,*,*,*,*,维护
河南省,淮河流域,长台关甘岸桥,02-28 20:00,Ⅱ,11.2,8.35,12.14,339.4,4.1,2.51,0.025,0.021,1.28,*,*,正常
河南省,淮河流域,息县大埠口,02-28 16:00,Ⅱ,11.8,7.36,12.19,508.9,11.4,2.54,0.034,0.015,2.90,*,*,正常
河南省,淮河流域,信阳琵琶山桥,02-28 20:00,,11.3,7.80,9.68,348.0,42.0,--,0.031,0.140,3.92,*,*,维护
河南省,淮河流域,潢川水文站,02-28 20:00,Ⅱ,10.5,7.39,10.31,324.9,13.0,3.33,0.142,0.053,3.70,*,*,正常
河南省,淮河流域,淮滨北庙,02-28 16:00,Ⅰ,11.6,8.21,12.83,269.7,20.1,1.91,0.025,0.015,1.44,*,*,正常
河南省,淮河流域,饮用水源地取水口,02-28 08:00,Ⅱ,10.0,6.87,11.26,184.2,3.2,2.96,0.064,0.009,0.82,0.092,1466200,正常
河南省,淮河流域,大坝北,02-28 16:00,Ⅱ,10.8,7.83,10.92,117.2,1.1,2.57,0.025,0.011,0.45,0.001,3311318,正常
河南省,淮河流域,竹竿铺,02-28 20:00,Ⅱ,10.6,8.58,11.33,282.5,6.8,1.47,0.025,0.053,1.20,*,*,正常
河南省,淮河流域,固始马罡,02-28 20:00,Ⅰ,10.1,7.79,10.62,312.4,9.6,1.79,0.025,0.020,2.30,*,*,正常
河南省,淮河流域,沈丘闸,02-28 16:00,Ⅳ,12.7,7.52,3.76,997.2,17.3,4.28,1.100,*,*,*,*,正常
河南省,淮河流域,老沈丘泉河桥（许庄）,02-28 20:00,Ⅳ,11.6,8.27,15.43,1229.8,11.6,6.69,0.110,0.099,4.22,*,*,正常
河南省,淮河流域,西华大王庄,02-28 20:00,劣Ⅴ,11.1,8.78,11.60,1013.2,122.3,12.13,0.132,0.638,7.42,*,*,正常
河南省,淮河流域,周口康店,02-28 20:00,Ⅳ,12.7,8.04,12.38,935.8,89.5,9.96,0.364,0.279,7.84,*,*,正常
河南省,淮河流域,商水双桥,02-28 20:00,Ⅱ,12.8,8.63,14.00,776.7,5.7,3.28,0.052,0.030,3.64,*,*,正常
河南省,淮河流域,鄢陵陶城闸,02-28 20:00,Ⅳ,11.6,8.59,23.15,886.6,11.1,6.21,0.140,0.049,4.55,*,*,正常
河南省,淮河流域,鹿邑付桥(鹿邑付桥闸),02-28 20:00,Ⅳ,9.8,8.06,9.38,1565.4,5.1,6.24,0.148,0.028,0.88,*,*,正常
河南省,淮河流域,西华址坊,02-28 20:00,Ⅲ,12.7,8.78,22.23,966.7,5.7,4.77,0.090,0.051,4.47,*,*,正常
河南省,淮河流域,鹿邑宋河桥,02-28 20:00,Ⅳ,11.6,8.26,15.64,1694.7,24.5,6.35,0.250,0.044,3.01,*,*,正常
河南省,淮河流域,新蔡班台(班台),02-28 20:00,Ⅳ,11.5,8.49,12.19,1082.3,15.9,7.10,0.551,0.137,5.71,*,*,正常
河南省,淮河流域,西平杨庄,02-28 16:00,Ⅲ,11.8,8.02,11.17,988.2,5.8,3.06,0.731,0.136,6.73,*,*,正常
河南省,淮河流域,板桥水库,02-28 20:00,Ⅱ,8.9,8.09,11.28,283.9,9.7,2.59,0.096,0.015,0.88,*,*,正常
河南省,淮河流域,薄山水库,02-28 16:00,Ⅱ,10.1,7.65,11.22,294.0,0.9,2.37,0.025,0.009,0.69,*,*,正常
河南省,淮河流域,新蔡李桥,02-28 20:00,Ⅱ,11.2,8.16,10.52,871.0,20.0,3.15,0.064,0.064,4.87,*,*,正常
河南省,黄河流域,小浪底水库(小浪底),02-28 20:00,Ⅱ,5.7,8.41,11.54,1165.5,1.7,1.09,0.066,0.038,4.56,*,*,正常
河南省,黄河流域,南山,02-28 16:00,劣Ⅴ,4.7,8.80,12.25,905.5,7.1,16.13,0.078,0.005,4.52,0.004,6265363,正常
湖北省,长江流域,朱家河口,02-28 16:00,Ⅳ,13.1,7.28,8.22,651.6,37.2,6.21,0.840,0.257,4.55,*,*,正常
湖北省,长江流域,江夏湖心,02-28 20:00,Ⅲ,12.2,8.23,12.52,296.5,4.7,4.35,0.025,0.018,0.56,0.006,1469704,正常
湖北省,长江流域,西梁子湖湖心(南北嘴),02-28 20:00,Ⅱ,11.9,7.95,11.12,194.1,17.1,2.83,0.025,0.022,0.77,0.005,2717174,正常
湖北省,长江流域,牛山湖湖心,02-28 20:00,Ⅱ,11.2,8.09,11.66,204.1,8.4,3.19,0.025,0.017,0.51,0.013,1073644,正常
湖北省,长江流域,西梁子湖湖北,02-28 20:00,Ⅲ,11.8,7.77,10.88,203.6,15.2,3.04,0.025,0.027,0.38,0.005,2586085,正常
湖北省,长江流域,西梁子湖湖南,02-28 20:00,Ⅲ,11.8,8.18,11.41,198.3,17.0,3.77,0.025,0.028,0.73,0.007,2801259,正常
湖北省,长江流域,宗关,02-28 20:00,Ⅱ,12.1,8.33,12.30,452.7,35.0,2.50,0.102,0.054,1.56,0.035,*,正常
湖北省,长江流域,杨泗港,02-28 20:00,Ⅱ,12.2,7.83,10.52,470.7,25.5,1.00,0.065,0.054,1.60,*,*,正常
湖北省,长江流域,冯集,02-28 16:00,Ⅴ,11.4,7.70,9.56,334.9,11.8,4.30,1.827,0.095,4.39,*,*,正常
湖北省,长江流域,金水闸,02-28 20:00,Ⅲ,13.5,7.89,8.12,429.2,20.3,5.12,0.122,0.047,1.18,*,*,正常
湖北省,长江流域,郭玉,02-28 16:00,Ⅲ,12.7,6.61,9.32,241.2,24.9,4.64,0.403,0.133,3.13,*,*,正常
湖北省,长江流域,黄陵大桥,02-28 16:00,Ⅲ,13.7,7.69,9.21,879.4,15.8,4.94,0.367,0.115,3.61,*,*,正常
湖北省,长江流域,太平沙,02-28 16:00,Ⅲ,13.2,7.45,9.98,587.6,60.8,3.54,0.747,0.005,3.61,*,*,正常
湖北省,长江流域,白浒山,02-28 20:00,,12.6,8.11,9.74,336.3,15.8,--,0.034,0.005,1.77,*,*,维护
湖北省,长江流域,大冶湖闸,02-28 20:00,Ⅱ,12.4,8.24,9.34,490.7,12.8,3.32,0.084,0.058,1.74,*,*,正常
湖北省,长江流域,夹河口,02-28 20:00,Ⅰ,11.3,8.25,13.00,329.5,4.5,1.00,0.062,0.006,1.56,*,*,正常
湖北省,长江流域,天河口,02-28 16:00,Ⅱ,12.7,8.41,11.39,442.7,11.2,1.26,0.389,0.072,1.98,*,*,正常
湖北省,长江流域,焦家院,02-28 20:00,Ⅰ,9.6,7.97,10.16,333.4,2.6,1.23,0.046,0.010,0.95,*,*,正常
湖北省,长江流域,孙家湾,02-28 20:00,Ⅱ,14.4,7.45,9.61,595.5,2.6,2.76,0.041,0.052,4.09,*,*,正常
湖北省,长江流域,浪河口,02-28 20:00,劣Ⅴ,12.1,8.23,11.65,193.5,23.7,6.83,2.735,0.254,6.61,*,*,正常
湖北省,长江流域,坝上中(胡家岭),02-28 20:00,Ⅱ,9.8,7.73,10.38,283.8,4.9,0.91,0.082,0.014,1.34,0.009,7602000,正常
湖北省,长江流域,潘口水库坝上,02-28 20:00,Ⅰ,12.3,7.82,8.84,203.7,1.0,0.84,0.025,0.005,0.92,*,*,正常
湖北省,长江流域,剑河口,02-28 20:00,Ⅱ,11.6,8.03,11.27,275.7,1.6,2.05,0.051,0.008,1.59,*,*,正常
湖北省,长江流域,东湾桥,02-28 20:00,Ⅱ,15.5,7.97,9.72,543.4,2.3,1.89,0.061,0.088,2.99,*,*,正常
湖北省,长江流域,玉皇滩,02-28 20:00,Ⅱ,9.5,8.18,12.07,368.7,7.2,1.27,0.025,0.024,1.98,*,*,正常
湖北省,长江流域,神定河口,02-28 16:00,Ⅲ,16.7,7.91,9.47,626.1,13.0,4.66,0.113,0.182,12.65,*,*,正常
湖北省,长江流域,王河电站,02-28 20:00,Ⅰ,10.8,8.10,10.73,460.2,8.8,0.46,0.042,0.005,1.38,*,*,正常
湖北省,长江流域,隔河岩水库坝上,02-28 20:00,Ⅰ,11.6,7.91,9.22,264.1,1.6,1.10,0.025,0.005,1.99,0.014,824779,正常
湖北省,长江流域,长沙坝,02-28 16:00,Ⅱ,13.3,8.17,10.86,433.4,9.6,1.00,0.025,0.048,--,*,*,维护
湖北省,长江流域,清江大桥,02-28 20:00,Ⅰ,11.3,7.95,10.41,282.9,7.9,0.69,0.026,0.012,2.16,*,*,正常
湖北省,长江流域,南津关,02-28 20:00,Ⅱ,13.6,7.90,9.03,476.2,2.0,0.95,0.025,0.030,1.36,0.007,*,正常
湖北省,长江流域,马渡河,02-28 20:00,Ⅰ,10.7,8.30,13.04,393.6,1.4,1.07,0.025,0.015,1.17,*,*,正常
湖北省,长江流域,铁路大桥(小桂林),02-28 20:00,Ⅱ,13.7,7.82,10.73,415.1,2.2,2.22,0.052,0.048,1.71,*,*,正常
湖北省,长江流域,两河口(草埠湖水厂),02-28 20:00,Ⅱ,13.1,7.63,10.74,559.6,25.1,3.04,0.101,0.031,3.05,*,*,正常
湖北省,长江流域,桅杆坪,02-28 20:00,Ⅱ,12.7,7.96,6.96,278.1,2.5,0.64,0.025,0.014,1.90,*,*,正常
湖北省,长江流域,白石港,02-28 20:00,Ⅰ,10.8,7.76,12.14,316.6,5.3,1.61,0.025,0.005,0.96,*,*,正常
湖北省,长江流域,云池(白洋),02-28 20:00,Ⅱ,14.5,8.63,14.71,423.8,7.9,2.35,0.026,0.043,1.87,*,*,正常
湖北省,长江流域,翟湾,02-28 20:00,Ⅲ,12.2,8.33,13.61,533.2,74.5,5.47,0.025,0.085,4.61,*,*,正常
湖北省,长江流域,埠口,02-28 20:00,Ⅱ,11.2,8.36,13.34,563.8,37.8,3.52,0.177,0.043,4.59,*,*,正常
湖北省,长江流域,张湾,02-28 20:00,Ⅲ,11.0,8.40,15.26,536.9,22.6,4.51,0.462,0.093,4.54,*,*,正常
湖北省,长江流域,白家湾,02-28 20:00,Ⅱ,10.7,7.93,11.45,311.4,7.5,1.76,0.025,0.025,1.43,*,*,正常
湖北省,长江流域,余家湖,02-28 20:00,Ⅱ,13.1,7.94,10.66,292.8,4.4,1.76,0.055,0.026,1.73,*,*,正常
湖北省,长江流域,聂家滩,02-28 20:00,Ⅱ,11.7,8.70,12.19,396.9,14.1,2.13,0.070,0.031,1.46,*,*,正常
湖北省,长江流域,汤店,02-28 16:00,Ⅱ,13.7,8.01,12.21,846.7,14.7,3.86,0.200,0.048,5.16,*,*,正常
湖北省,长江流域,沈湾,02-28 20:00,Ⅱ,10.7,7.99,11.46,304.4,7.1,1.26,0.043,0.022,1.45,*,*,正常
湖北省,长江流域,朱市,02-28 20:00,Ⅲ,14.4,8.54,16.01,879.0,15.3,4.16,0.140,0.153,1.71,*,*,正常
湖北省,长江流域,茶庵,02-28 20:00,Ⅱ,12.8,7.58,8.62,475.3,2.9,1.97,0.397,0.070,3.71,*,*,正常
湖北省,长江流域,燕矶,02-28 20:00,Ⅱ,12.6,8.11,10.30,369.5,14.5,1.20,0.263,0.065,1.83,*,*,正常
湖北省,长江流域,梁子岛水源(七星),02-28 20:00,Ⅲ,8.7,7.87,11.16,201.5,22.5,4.20,0.119,0.023,1.25,0.018,51081000,正常
湖北省,长江流域,漳河水库库心,02-28 20:00,Ⅰ,9.9,8.14,11.54,269.2,10.9,1.89,0.025,0.005,0.34,0.001,6388270,正常
湖北省,长江流域,转斗,02-28 20:00,Ⅱ,11.4,8.24,11.44,324.5,6.5,1.47,0.028,0.039,1.82,*,*,正常
湖北省,长江流域,罗汉闸,02-28 20:00,Ⅱ,11.5,7.94,12.94,347.1,5.0,1.90,0.025,0.038,1.81,*,*,正常
湖北省,长江流域,皇庄,02-28 20:00,Ⅱ,11.5,7.80,10.92,319.9,40.0,1.84,0.028,0.033,1.67,*,*,正常
湖北省,长江流域,京山河邓李港,02-28 20:00,Ⅲ,12.8,8.55,13.43,678.1,1.3,4.78,0.025,0.049,2.70,*,*,正常
湖北省,长江流域,马良龚家湾,02-28 20:00,Ⅳ,13.3,7.75,10.11,--,50.9,7.34,0.156,0.252,4.47,*,*,维护
湖北省,长江流域,应城公路桥,02-28 20:00,Ⅱ,12.1,8.43,12.66,270.5,4.6,2.47,0.025,0.012,0.45,*,*,正常
湖北省,长江流域,田店泵站,02-28 20:00,Ⅱ,10.6,7.97,10.60,517.2,7.2,2.72,0.025,0.039,0.87,*,*,正常
湖北省,长江流域,垌冢桥,02-28 16:00,Ⅱ,12.7,7.70,9.08,448.3,13.0,2.94,0.025,0.071,2.04,*,*,正常
湖北省,长江流域,小河,02-28 16:00,Ⅱ,13.8,8.26,11.68,406.6,24.2,2.42,0.031,0.037,1.77,*,*,正常
湖北省,长江流域,孝昌王店,02-28 20:00,Ⅲ,13.0,8.31,12.32,355.4,8.6,4.63,0.025,0.028,2.52,*,*,正常
湖北省,长江流域,孝感河口大桥,02-28 20:00,Ⅱ,11.0,7.90,9.44,490.6,4.5,3.41,0.031,0.037,3.58,*,*,正常
湖北省,长江流域,大悟河口,02-28 20:00,Ⅱ,14.2,8.64,9.07,326.4,11.7,2.39,0.025,0.024,0.70,*,*,正常
湖北省,长江流域,安陆桑树,02-28 20:00,Ⅱ,13.5,8.32,13.05,415.0,3.2,2.11,0.025,0.009,--,*,*,维护
湖北省,长江流域,鲢鱼地泵站,02-28 20:00,Ⅲ,14.2,8.13,11.96,663.4,29.2,4.92,0.105,0.119,2.78,*,*,正常
湖北省,长江流域,隔卜桥,02-28 20:00,Ⅲ,11.6,7.80,12.28,528.8,22.1,5.69,0.057,0.136,2.82,*,*,正常
湖北省,长江流域,五岭子, ,,--,--,--,--,--,--,--,*,*,*,*,维护
湖北省,长江流域,排水闸,02-28 20:00,Ⅳ,12.1,7.86,8.05,460.0,41.1,6.31,0.048,0.081,1.37,0.016,2162970,正常
湖北省,长江流域,湖心B(洪湖湖心B),02-28 20:00,Ⅳ,12.6,8.65,12.13,453.3,57.2,7.60,0.065,0.098,1.85,0.034,33504,正常
湖北省,长江流域,观音寺,02-28 20:00,Ⅱ,11.7,8.17,11.35,411.3,2.8,0.57,0.025,0.025,1.57,*,*,正常
湖北省,长江流域,新刘家台,02-28 16:00,Ⅱ,12.2,7.88,10.10,422.3,17.5,3.09,0.125,0.053,3.88,*,*,正常
湖北省,长江流域,汉洪大桥,02-28 20:00,Ⅳ,12.9,7.85,9.90,438.3,647.9,6.98,0.025,0.165,3.43,*,*,正常
湖北省,长江流域,荆州河口,02-28 20:00,Ⅱ,14.1,8.03,11.88,628.3,10.3,2.71,0.128,0.036,1.97,*,*,正常
湖北省,长江流域,康家岗,02-28 20:00,Ⅲ,12.3,8.42,18.21,535.3,11.8,5.43,0.025,0.052,0.70,*,*,正常
湖北省,长江流域,新河村,02-28 16:00,Ⅲ,12.0,7.36,7.99,459.8,13.5,4.14,0.250,0.112,2.21,*,*,正常
湖北省,长江流域,淤泥湖,02-28 20:00,Ⅱ,14.1,8.29,10.55,486.4,16.8,1.59,0.025,0.080,1.30,*,*,正常
湖北省,长江流域,杨家垱,02-28 20:00,Ⅱ,13.8,8.28,12.81,428.4,28.0,2.05,0.027,0.051,1.67,*,*,正常
湖北省,长江流域,柳口,02-28 20:00,Ⅱ,11.2,8.13,10.75,468.6,6.2,1.09,0.025,0.031,1.39,*,*,正常
湖北省,长江流域,调关,02-28 20:00,Ⅱ,14.7,8.12,11.53,471.6,3.4,1.17,0.025,0.032,1.40,*,*,正常
湖北省,长江流域,乌溪沟,02-28 20:00,Ⅰ,13.6,8.11,10.39,356.4,1.1,1.13,0.046,0.015,2.50,*,*,正常
湖北省,长江流域,陶冲村,02-28 20:00,Ⅰ,10.6,7.03,11.70,107.1,11.0,1.04,0.025,*,*,*,*,正常
湖北省,长江流域,周八家,02-28 20:00,Ⅰ,11.0,8.90,16.42,194.6,0.8,1.99,0.038,*,*,*,*,正常
湖北省,长江流域,库坝上,02-28 16:00,Ⅱ,10.9,7.59,10.91,130.8,0.8,2.03,0.025,0.024,0.65,0.014,15849720,正常
湖北省,长江流域,麻城许家湾,02-28 20:00,Ⅱ,12.3,7.24,9.74,181.3,8.4,1.85,0.070,0.025,0.70,*,*,正常
湖北省,长江流域,西河驿,02-28 16:00,Ⅲ,10.3,7.17,10.43,216.5,82.4,2.62,0.167,0.137,2.26,*,*,正常
湖北省,长江流域,兰溪大桥,02-28 16:00,Ⅲ,12.6,7.59,8.95,227.5,16.3,4.30,0.873,0.090,2.89,*,*,正常
湖北省,长江流域,中官铺,02-28 16:00,Ⅱ,12.6,7.89,10.05,415.7,28.7,2.18,0.027,0.083,1.64,*,*,正常
湖北省,长江流域,咸宁湖心,02-28 20:00,Ⅱ,12.0,8.18,11.80,353.4,5.2,3.04,0.025,0.022,1.18,0.001,1462853,正常
湖北省,长江流域,富水水库,02-28 20:00,Ⅱ,11.5,7.50,10.98,232.8,2.1,1.51,0.166,0.005,0.77,0.012,21961000,正常
湖北省,长江流域,窑嘴大桥,02-28 20:00,Ⅲ,13.6,7.52,9.87,381.7,24.9,4.86,0.554,0.146,5.51,*,*,正常
湖北省,长江流域,洪下水文站,02-28 20:00,Ⅱ,12.4,7.60,10.67,250.8,5.5,0.77,0.476,0.061,1.48,*,*,正常
湖北省,长江流域,厉山,02-28 20:00,Ⅲ,15.2,7.63,8.98,448.9,11.4,3.05,0.573,0.055,3.07,*,*,正常
湖北省,长江流域,平林,02-28 20:00,Ⅲ,11.4,7.86,13.02,745.7,16.7,5.72,0.544,0.130,3.61,*,*,正常
湖北省,长江流域,涢水大桥,02-28 20:00,劣Ⅴ,13.0,9.06,19.94,368.9,13.2,7.16,0.127,0.129,2.19,*,*,正常
